server_id,strictness,domain,title,description,active_month,languages,rules,total_users
40,7.0,metalhead.club,Metalhead.club,Metalhead.club is a Mastodon instance hosted in Germany and powered by 100% green energy.,747,['en'],"[{'id': '1', 'text': 'No pornography', 'hint': ''}, {'id': '3', 'text': 'No insulting / hate speech', 'hint': ''}, {'id': '4', 'text': 'No racism', 'hint': ''}, {'id': '5', 'text': 'No extremist political content', 'hint': ''}, {'id': '6', 'text': 'This server is for humans, not for bots! If you intend to bulk-send posts, this instance is not for you. (use botsin.space)', 'hint': ''}, {'id': '7', 'text': 'Upload / distribute only content that you have permission for.', 'hint': ''}, {'id': '8', 'text': 'No ads, except for featuring your own creative Metal music content (music, articles, reviews, ...)', 'hint': ''}, {'id': '10', 'text': 'Misusing unrelated hashtags on posts for better visibility is prohibited ', 'hint': ''}]",5776
42,9.0,masto.nu,masto.nu,"General purpose Mastodon server. All languages are welcome but English, Dutch and Spanish are preferred.",725,['en'],"[{'id': '7', 'text': 'No harassment, dogpiling or doxxing of other users.', 'hint': ''}, {'id': '8', 'text': 'No impersonation of other people, companies, organizations, brands, etc.', 'hint': ''}, {'id': '9', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, or casteism.', 'hint': ''}, {'id': '10', 'text': 'No incitement of violence or advocacy of violent acts/ideologies.', 'hint': ''}, {'id': '11', 'text': 'No advertising, spam or excessive promotion.', 'hint': ''}, {'id': '12', 'text': 'No sexually explicit or graphically violent media.', 'hint': ''}, {'id': '13', 'text': 'No intentionally false or misleading information.', 'hint': ''}, {'id': '14', 'text': 'No illegal or unlawful content', 'hint': ''}, {'id': '15', 'text': 'Content created by others must be attributed, and the use of AI must be disclosed. Profiles that only post AI-generated content will not be tolerated.', 'hint': ''}]",24284
44,4.0,mstdn.business,Mastodon For Business,"Business-friendly Mastodon server,open for everyone interested to contribute with their real name, business, brand, or startup to build a professional community. Hosted on Hetzner Cloud in Helsinki.",699,['en'],"[{'id': '2', 'text': 'No NSFW or illegal content.'}, {'id': '3', 'text': 'No racism, sexism, homophobia, transphobia, or xenophobia.'}, {'id': '4', 'text': 'Do not share intentionally false or misleading information.'}, {'id': '5', 'text': 'No spam or excessive promotion.'}, {'id': '6', 'text': 'Brands are welcome. For personal accounts use your real name.'}]",27114
45,6.375,ravenation.club,Mastodon,ravenation.club is an instance for all the ravers in the universe. Anyone who listens to electronic music (or not) is welcome. Operated by https://cgnfs.de,665,['en'],"[{'id': '11', 'text': 'Treat others respectfully', 'hint': 'Refrain from any form of insult, bullying or discrimination, including but not limited to racist, sexist, homophobic, transphobic, anti-Semitic and misogynistic remarks or actions toward others.'}, {'id': '12', 'text': 'Use an appropriate tone', 'hint': 'Use a respectful and friendly tone, even if you disagree with someone.'}, {'id': '13', 'text': 'Respect the privacy of others', 'hint': 'Do not share personal information without explicit permission and respect the privacy rights of others.'}, {'id': '14', 'text': 'Compliance with applicable law', 'hint': 'Do not post illegal content.'}, {'id': '15', 'text': 'Avoid misinformation', 'hint': 'Do not share false or misleading information.'}, {'id': '16', 'text': 'No spam posts', 'hint': 'Refrain from posting unsolicited advertisements or similar content that does not fit the community.'}, {'id': '17', 'text': 'Mark sensitive content (CW)', 'hint': 'Please mark any content that may contain common triggers, is sexually explicit or violent as sensitive (CW) to ensure the safety of other members. Note: Accounts that exclusively post such content may be limited or banned.'}, {'id': '18', 'text': 'You must be older than 16 years', 'hint': 'According to European law, you must be at least 16 years old to use this instance.'}]",27827
47,10.166666666666666,sunny.garden,Sunny Garden,"sunny.garden is a community for indie creators who draw, paint, sculpt, write, design, program, play, sing or build, and anyone else who thinks that sounds like a nice place to be.",581,['en'],"[{'id': '1', 'text': 'Media containing nudity must be marked with a content warning.', 'hint': 'Profile image, header, and content must be appropriate for all audiences.'}, {'id': '2', 'text': 'No hate speech, derogatory language, or the use of slurs directed at marginalized groups or people. ', 'hint': 'No racism, sexism, homophobia, transphobia, ableism, xenophobia. No fascist, neo-nazi or alt-right content.'}, {'id': '3', 'text': 'No incitement or promotion of violence including self-harm and suicide.', 'hint': ''}, {'id': '4', 'text': 'No harassment, dogpiling, or doxxing.', 'hint': 'Ad hominem, personal attacks or mudslinging will be considered harassment.  You are free to criticize nations, corporations, billionaires, or high profile political figures; though other rules (eg. no racism, hate-speech, ableism) still apply.'}, {'id': '5', 'text': 'No content illegal in Canada.', 'hint': ''}, {'id': '6', 'text': 'Do not share intentionally false or misleading information.', 'hint': ''}, {'id': '7', 'text': 'No ""AI"" Art, no NFTs, no crypto, no blockchain.', 'hint': 'See About page for further details on ""AI"" Art policy.'}, {'id': '8', 'text': 'Respect personal boundaries.', 'hint': 'Don\'t pry into people\'s personal lives. Do not be ""a creep"".'}, {'id': '9', 'text': 'No explicit sexual, violent or gory content.', 'hint': ''}, {'id': '10', 'text': 'No sexual depictions of minors.', 'hint': ''}, {'id': '11', 'text': 'No proselytizing.', 'hint': ''}]",2728
48,6.833333333333334,bark.lgbt,Bark!,"Furry focused instance for critters that like to bark!
LGBTQ+ run and friendly, active moderation",546,['en'],"[{'id': '1', 'text': 'No discrimination, bigotry, transphobia, homophobia, etc of any kind is accepted', 'hint': ''}, {'id': '2', 'text': 'No discussion of illegal topics or sharing of pirated data.', 'hint': ''}, {'id': '5', 'text': 'Any content that would be considered Illegal in the European economic area is strictly banned', 'hint': ''}, {'id': '6', 'text': 'No uncensored NSFW content. Use a CW', 'hint': ''}, {'id': '7', 'text': 'You are at least 18 years of age during sign-up', 'hint': ''}, {'id': '8', 'text': 'No zoophillia / Loli', 'hint': ''}, {'id': '11', 'text': 'No NSFW profile pictures, headers and usernames', 'hint': ''}, {'id': '46', 'text': 'No posting of AI art', 'hint': ''}]",6377
49,7.066666666666666,urbanists.social,Urbanists.Social,"We're a server for people who like bikes, transit, and walkable cities. Let's get to know each other!",540,['en'],"[{'id': '1', 'text': ""Please don't post anything that's illegal in the US or EU."", 'hint': ''}, {'id': '3', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, or any other form of discrimination.', 'hint': ''}, {'id': '8', 'text': 'Punch Nazis, trebuchet TERFs. Any posts or usage containing nazi symbolism or ideology, or which contains ""gender critical"" / ""just asking questions"" shit will get you banned immediately and without recourse.', 'hint': ''}, {'id': '9', 'text': 'No promotion of crypto or NFTs. ', 'hint': ''}, {'id': '10', 'text': 'NSFW content must be behind a content warning / marked as sensitive. Your profile (avatar, header, display name, etc.) must be SFW.', 'hint': ''}, {'id': '11', 'text': ""Don't abuse the instance or use it to abuse other federated instances. Don't try to break things."", 'hint': ''}, {'id': '12', 'text': ""Be considerate. Keep in mind that any public post you make will appear in our public timeline and the public timelines of other instances federated with Urbanists.Social. Use content warnings where appropriate. Use NSWF tags where appropriate. Don't be a jerk about it."", 'hint': ''}, {'id': '13', 'text': ""Bots are allowed, but don't make them annoying. Admins will ask you to move your bot to another instance if it becomes a problem."", 'hint': ''}, {'id': '14', 'text': 'Do not harass other users.', 'hint': ''}]",6398
52,2.1666666666666665,mastodon.me.uk,mastodon.me.uk,"Open, user-supported, corporation-free social media for the UK.",517,['en'],"[{'id': '2', 'text': 'Commercial use (company accounts, advertising etc) is not permitted on this server.', 'hint': ""It's OK to register an account for a non-profit or public sector organisation, and we reserve the right to make exceptions for some companies that act in good faith.""}, {'id': '3', 'text': 'You must comply with the Code of Conduct (see below).', 'hint': ""In general, be respectful of each other and we'll all get on just fine.""}, {'id': '5', 'text': 'Automated (bot) accounts are allowed if run by someone with a personal account here. ', 'hint': 'Bot accounts must enable the bot flag in their account preferences, respect #nobot markers, and post as unlisted if making more than one post every six hours (on average). The mods may remove bot accounts that become disruptive.'}]",2698
61,7.571428571428571,glasgow.social,Glasgow.social,"A place for communities in and around Glasgow, Scotland.",371,['en'],"[{'id': '1', 'text': 'No discrimination, including (but not limited to) racism, sexism, homophobia or transphobia.', 'hint': ''}, {'id': '2', 'text': 'No explicit (NSFW) content without content warnings and/or sensitive media markers. Explicit content must not be used in user avatars or header images.', 'hint': ''}, {'id': '3', 'text': 'No harassment of other users on this or other servers.', 'hint': ''}, {'id': '4', 'text': 'No content illegal in the following countries: United Kingdom, Germany', 'hint': ''}, {'id': '5', 'text': 'No incitement of violence or promotion of violent ideologies.', 'hint': ''}, {'id': '6', 'text': 'No disinformation regarding public health issues or political/military campaigns.', 'hint': ''}, {'id': '7', 'text': 'No spam. This includes commercial advertising, promotional campaigns, and SEO.', 'hint': ''}, {'id': '8', 'text': 'English language only.  We cannot moderate all languages.  At this time we are able to moderate English only.  Unsupported language accounts will be suspended.  See https://joinmastodon.org/servers to find a server in your country or language.', 'hint': ''}]",14907
63,6.041666666666667,mastoart.social,mastoart.social,mastoart.social is a creative space for you to share your art and be part of a friendly creative community. A Mastodon instance that's hosted in Germany and runs on 100% green energy.,330,['en'],"[{'id': '1', 'text': 'Be kind and respectful.', 'hint': 'No personal attacks, harrassment, dogpiling or stalking. Misinformation as well as racist, extremist, ableist, anti-semitic, homophobic, sexist, transphobic or otherwise hateful or discriminatory content are prohibited.'}, {'id': '2', 'text': 'This server is for humans, not for corporations or bots.', 'hint': 'No corporate content marketing or ads. Promotion of your own work, commissions or stores is welcome and encouraged. Bots are only allowed if given explicit written permission by the administration team.'}, {'id': '3', 'text': 'Content must be your own.', 'hint': 'You may only upload content that you have created yourself, or content created by third parties that you have explicit permission to upload.'}, {'id': '4', 'text': 'No AI-generated work.', 'hint': 'You may not upload work generated through, or assisted by, LLMs/AI such as ChatGPT or MidJourney. You are free to upload generative work that does not rely on training from existing work of other people, such as fractals or other types of procedural generation.'}, {'id': '5', 'text': 'No NFTs or cryptocurrencies.', 'hint': ''}, {'id': '6', 'text': 'No erotic or nude photography and no pornography.', 'hint': 'Drawn or painted non-explicit suggestive and mature content depicting consenting adult characters is welcome, but must be marked as sensitive or put under a content warning (CW) and tagged accordingly. Examples include non-sexual, drawn or painted depictions of nude characters, characters in seductive poses or clothing, or characters engaging in intimate behavior such as ‘making out’.'}, {'id': '7', 'text': 'NSFW and potentially triggering content must be put under a content warning.', 'hint': 'NSFW (not-safe-for work) content and content including common phobia or anxiety triggers must be marked as sensitive or put under a content warning (CW) and tagged accordingly for ease of filtering. Examples include spiders, gore, drugs, suicidal ideation or erotic content.'}, {'id': '9', 'text': 'No bulk-uploading or flooding the local timeline.', 'hint': ""This is a microblogging platform, not a gallery site. It runs on voluntary community donations and storage space is not unlimited. Uploading large quantities of images in quick succession floods the local timeline, drowning out other members' works. Please be fair to your fellow creatives.""}, {'id': '10', 'text': '(Recommended) Add alt text to your images.', 'hint': 'This is not an enforcable rule, but we recommend that you add alt text to your images if you can. It contributes to an inclusive community and increases the chances that your work will be shared by other users. '}]",654
64,5.671428571428572,peoplemaking.games,People Making Games,"We're a community of folks who celebrate the craft of creating interactive experiences, whether they're working in games or around them! This is a space for games folks and creatives to call home!",326,['en'],"[{'id': '5', 'text': 'Be respectful of one another', 'hint': ''}, {'id': '6', 'text': 'No discrimination or harassment, including but not limited to racism, sexism, ableism, homophobia or transphobia.\r\n\r\nIn regards to PeopleMaking.Games\' stance on recent ""Mastodon Discourse"": Tone policing marginalized groups is tantamount to harassment. It is not productive or useful.', 'hint': ''}, {'id': '7', 'text': 'No incitement of violence or promotion of violent ideologies. ', 'hint': ''}, {'id': '8', 'text': 'No explicit (NSFW) content without content warnings and/or sensitive media markers. Explicit content must not be used in user avatars or header images.', 'hint': ''}, {'id': '9', 'text': 'Provide appropriate content warnings on potentially sensitive posts. We permit and even encourage topical discussions, but ask that you respect the rights of others to have autonomy over the content they engage with.', 'hint': ''}, {'id': '10', 'text': 'Posts containing art not owned by the poster must be credited, ideally with a link back to the source.', 'hint': ''}, {'id': '11', 'text': 'The actions of individuals you bring to the community reflect back on you. Be responsible with your invites, and avoid posting an invite link in a public place. ', 'hint': ''}, {'id': '12', 'text': 'Mastodon v4 does not currently support badging for given roles. Until there is a UI implementation, using the ""Astro"" logo in your username is restricted to Moderators and Administrators. Thank you!', 'hint': ''}, {'id': '13', 'text': 'No NFTs, Crypto, or Web3 promotion. While these topics can be discussed at a distance, preferably behind CWs, if your primary reason for being here is to monetize via Web3 there are more suitable crypto-related instances available. NFTs may not be used in profile pictures.', 'hint': ''}]",3027
67,7.0,cupoftea.social,CupOfTea.Social,"A Small Community Mastodon Server for Casual Chit-Chat. UK Based, A place for good and wholesome content open to everyone. Pets, Photos, Music & Food are popular topics. ",316,['en'],"[{'id': '1', 'text': 'Be Respectful, Content that is racist, sexist, hateful, nasty or discriminatory is not welcome.', 'hint': ''}, {'id': '2', 'text': 'No harassment, dogpiling or doxxing of other users', 'hint': ''}, {'id': '3', 'text': 'No incitement of violence or promotion of violent ideologies', 'hint': ''}, {'id': '4', 'text': 'Sexually explicit ,violent  or sensitive media must be marked as such when posting\r\n', 'hint': ''}, {'id': '5', 'text': 'No spam , Excessive promotion  , Porn , S**t Posting or Second Life locally on Cupoftea.social', 'hint': ''}, {'id': '6', 'text': 'No accounts setup purely to sell something / Fake Engagement (Such As Investments/NFT/Cryptos/Wealth stuff) There has to be a human element in your posting. ', 'hint': ''}, {'id': '7', 'text': 'No Selling Of Animals ', 'hint': ''}, {'id': '10', 'text': 'Please use the correct posting language setting for your language so others can translate', 'hint': ''}, {'id': '11', 'text': 'No Links to X.com', 'hint': ''}]",5427
68,7.6,vmst.io,vmst·io,"Mastodon for respectful technologists, geeks and nerds of every type and stripe.",308,['en'],"[{'id': '20', 'text': 'Advertising', 'hint': 'Do not advertise or engage in excessive self-promotion of your brand or business.'}, {'id': '21', 'text': 'CSAM', 'hint': 'Do not post or view child sexual abuse materials (CSAM) including CG-CSAM or lolicon.'}, {'id': '22', 'text': 'Disinformation', 'hint': 'Do not deliberately deceive or mislead others.'}, {'id': '23', 'text': 'Extremism', 'hint': 'Do not incite violence against others or advocate violent ideologies.'}, {'id': '24', 'text': 'Gore', 'hint': 'Do not share media that depicts graphic violence, gore, or death for shock value.'}, {'id': '25', 'text': 'Harassment', 'hint': 'Do not engage in harassment or dogpiling behavior towards others.'}, {'id': '26', 'text': 'Impersonation', 'hint': 'Do not impersonate other people or orginizations.'}, {'id': '27', 'text': 'NSFW', 'hint': 'Do not share sexually explicit content, all other NSFW content must use content warnings.'}]",1230
69,18.5,union.place,The Union Place,"The Union Place: a federated server for union members, organizations, friends, and allies. If you support labor and labor rights, you have a place here!",306,['en'],"[{'id': '1', 'text': 'No hate.', 'hint': ''}, {'id': '5', 'text': ""Don't be a dick."", 'hint': ''}, {'id': '6', 'text': 'No harassment.', 'hint': ''}, {'id': '7', 'text': 'No violence.', 'hint': ''}, {'id': '8', 'text': 'No fascism.', 'hint': ''}, {'id': '9', 'text': 'No colonialism.', 'hint': ''}, {'id': '10', 'text': 'No white supremacy.', 'hint': ''}, {'id': '11', 'text': 'No religious extremism.', 'hint': ''}, {'id': '12', 'text': 'No nationalism.', 'hint': ''}, {'id': '13', 'text': 'No racism.', 'hint': ''}, {'id': '14', 'text': 'No homophobia.', 'hint': ''}, {'id': '15', 'text': 'No transphobia.', 'hint': ''}, {'id': '16', 'text': 'No conspiracy theories.', 'hint': ''}, {'id': '17', 'text': 'No police unions.', 'hint': ''}, {'id': '18', 'text': 'Safe Space: LGTBQIA+', 'hint': ''}, {'id': '19', 'text': 'Safe Space: neurodivergent (ADHD, Aspie, Autism, etc)', 'hint': ''}, {'id': '20', 'text': 'No hacking.', 'hint': ''}, {'id': '21', 'text': 'No pornography.', 'hint': ''}, {'id': '54', 'text': 'No impersonation accounts.', 'hint': ''}, {'id': '55', 'text': 'No sexism.', 'hint': ''}, {'id': '56', 'text': 'To join, users should share a reason they want to be a member of a union-oriented space intended for union members, organizations, friends, and allies. If you only say ""leaving Twitter"" we will NOT approve your account.', 'hint': ''}]",5884
71,5.666666666666666,gaygeek.social,Gaygeek Social,"This server is intended as a safe place for LGBTQIA+ individuals to socialize. You do not have to be LGBTQIA to join, so long as you are an ally. ",267,['en'],"[{'id': '1', 'text': ""Don't post anything which would violate the law in either your home jurisdiction, under US law, or Washington State law.\r\n\r\nAny solicitation of, links to, or media containing child sexual abuse material, real or illustrated, is zero tolerance under these legal jurisdictions and you WILL be reported."", 'hint': ''}, {'id': '2', 'text': ""Don't be a jerk. Hate speech, discrimination, and harassment of any kind are not tolerated here. "", 'hint': ''}, {'id': '3', 'text': 'If you post adult content, mark it as sensitive so that your followers can choose when to see it. This includes thirst traps even if they do not depict anything explicitly sexual. ', 'hint': ''}, {'id': '4', 'text': 'No spam. This includes using completely unrelated hashtags in your posts. ', 'hint': ''}, {'id': '5', 'text': 'Do not register trademarked usernames unless you are authorized to use that name (Subject to verification and the moderators make the final call)', 'hint': ''}, {'id': '34', 'text': 'No advertising or link farming accounts. Commercial accounts are acceptable only if they are also used for customer engagement.', 'hint': 'Mastodon is for conversation, not advertisements.  If the majority of your posts link to products or services elsewhere and you do not participate in conversation, or you have no posts and just have profile headers that link to your business, your account is subject to suspension under this rule. '}]",2016
73,13.5,freeradical.zone,Free Radical,Infosec and privacy and technology and leftward politics and cats and dogs and...,259,['en'],"[{'id': '1', 'text': 'No commercial accounts, advertising, or excessive promotion.', 'hint': ''}, {'id': '2', 'text': ""No bots, unless they're cute, funny, or useful. Bots should avoid posting to the public timeline."", 'hint': ''}, {'id': '3', 'text': 'No gore or graphic violence.', 'hint': ''}, {'id': '4', 'text': 'Content that is borderline NSFW or could be construed as NSFW at a glance should be put behind a CW (Content Warning).', 'hint': ''}, {'id': '5', 'text': 'No racism.', 'hint': ''}, {'id': '6', 'text': 'No sexism.', 'hint': ''}, {'id': '7', 'text': 'No discrimination based on gender, sexual minority, sexual orientation, disability, physical appearance, body size, race, ethnicity, religion (or lack thereof), or national origin.', 'hint': ''}, {'id': '8', 'text': 'No xenophobia or violent nationalism.', 'hint': ''}, {'id': '9', 'text': 'No sexual depictions of children.', 'hint': ''}, {'id': '10', 'text': 'No holocaust denialism, Nazi symbolism, or promotion of National Socialism.', 'hint': ''}, {'id': '11', 'text': 'No stalking or harassment.', 'hint': ''}, {'id': '12', 'text': 'No fake accounts unless they are clearly labeled as such.', 'hint': ''}, {'id': '13', 'text': 'No solicitation of prostitution.', 'hint': ''}, {'id': '14', 'text': 'No Republican politicians, especially from Florida or Texas. The First Amendment overrules dumb state laws.', 'hint': ''}, {'id': '15', 'text': 'No COVID-19 misinformation. See https://blog.freeradical.zone/new-junk-medical-advice-policy/ for more information.', 'hint': ''}]",2893
76,6.511904761904762,woof.tech,Woof.tech (Mastodon),"Queer, tech and furry instance. Open to anyone that fits the atmosphere, come on in!",246,['en'],"[{'id': '1', 'text': 'Do not partake in unlawful activities on, or towards this instance.', 'hint': 'This instance is located in Europe. To be specific Finland and The Netherlands, please adhere to their respective laws.'}, {'id': '2', 'text': ""Be respectful. Don't insult, don't harass. Behave."", 'hint': ''}, {'id': '3', 'text': ""Don't be transphobic, homophobic or otherwise rude to someone simply because of their identity or who they are. We will act strongly on violations. "", 'hint': ''}, {'id': '4', 'text': 'Content Warnings are required for NSFW, kink/fetish content, and otherwise questionable topics (drugs, ""tasteful"" nudity, sensitive or suggestive topics). ', 'hint': 'Locked accounts may post NSFW content without content warning, as long as these posts are marked as ""Followers Only"" and they clearly state in their profile that their content is NSFW. \r\nPlease contact an Administrator if unsure'}, {'id': '5', 'text': 'Do not impersonate other people. This applies to both (ex-)living beings and (online) identities', 'hint': 'There is an exception to this rule for parody reasons. A parody account is required to have ""(parody)"" both in the title and biography section clearly stated.'}, {'id': '6', 'text': 'Avatars that would fall under the 4th rule (content warnings) are not allowed, all avatars are required to be safe-for-work (SFW).\r\nThe same applies for banners, although we are slightly more lenient on these. Please try to keep it tasteful though! ', 'hint': ''}, {'id': '7', 'text': ""You're required to tag, or otherwise provide attribution the original artist of any art you post. Please do not post art you don't own / doesn't contain your characters or work."", 'hint': ''}, {'id': '8', 'text': 'NSFW art and pictures of underage characters or real animals are not allowed!', 'hint': ''}, {'id': '9', 'text': 'You need to be 16 years or older in order to register on this instance, as required by dutch law on data processing. ', 'hint': ''}, {'id': '10', 'text': 'The usage of ""disposable"" email services for registration is not allowed, the email address you use needs to be a long-term email address only accessible by you.', 'hint': ""Using forwarding services (such as Apple's Mail Privacy feature) is totally fine, as long as the email address used can be used in future communication with you.""}]",717
77,7.833333333333333,famichiki.jp,Famichiki,"We are a community-driven server operated by a diverse group of foreigners residing in Japan. While we primarily have English speakers in our community, we welcome users of all languages.",246,['en'],"[{'id': '11', 'text': 'Be considerate. No discrimination based on race, religion, sexual orientation, gender identity, nationality, or any other characteristic.', 'hint': ''}, {'id': '12', 'text': 'No trolling. Do not engage in non-constructive behavior designed to upset members of the community.', 'hint': ''}, {'id': '13', 'text': 'Sexually explicit content must be behind a CW, and your bio (profile picture, banner etc) must be completely safe.', 'hint': ''}, {'id': '14', 'text': 'No inciting violence or promoting violent ideologies.', 'hint': ''}, {'id': '15', 'text': 'Don’t go overboard with media uploads. Treating Famichiki as free personal file storage is inappropriate and disrespectful to our contributors.', 'hint': ''}, {'id': '16', 'text': 'No big corporate advertising or crypto. However, if you are active in the community and also have a project or small business to share, self-promotion is encouraged.', 'hint': ''}, {'id': '17', 'text': 'Bots are allowed, within reason. Spamming the local timeline with repetitive/nearly-identical content is not permitted: either set your bot posts to ‘unlisted’ or try a more bot focused server instead. Ask us if you’re unsure!', 'hint': ''}, {'id': '18', 'text': 'Don’t post or use this server for illegal content. We are aware of Japan’s questionable laws regarding the protection of minors: ‘illegal’ here also covers all CSEM/CSAM.', 'hint': ''}, {'id': '19', 'text': 'Not your wank bank. Accounts with zero community interaction that only follow porn accounts will be banned. All accounts following CSAM (including art) will also be banned.', 'hint': ''}]",1544
78,2.0,oslo.town,oslo.town - Mastodon,"An online home for the people of Oslo, Norway 🇳🇴 but a gateway to the world.",240,['en'],"[{'id': '23', 'text': 'Treat people with kindness 🌈', 'hint': ''}, {'id': '24', 'text': 'Respect Privacy and Consent 🤝', 'hint': ''}, {'id': '25', 'text': 'No Hate Speech or Bigotry 🚫', 'hint': ''}, {'id': '26', 'text': 'Post Content Appropriately 🙈', 'hint': ''}, {'id': '27', 'text': 'Act Within the Law ⚖️', 'hint': ''}, {'id': '28', 'text': 'Bleep-bloop-bleep. No robots 🤖 ', 'hint': ''}]",2374
80,5.5,veganism.social,Veganism Social,Veganism Social is a welcoming space on the internet for vegans to connect and engage with the broader decentralized social media community.,230,['en'],"[{'id': '25', 'text': 'No speciesism, animal abuse, carnists, omnivores, vegetarians, or other non-vegans', 'hint': ''}, {'id': '26', 'text': 'Sexually explicit or violent media must be marked as sensitive when posting', 'hint': ''}, {'id': '27', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, fatphobia, or casteism', 'hint': ''}, {'id': '28', 'text': 'No incitement of violence or promotion of violent ideologies', 'hint': ''}, {'id': '29', 'text': 'No harassment or doxxing of other users', 'hint': ''}, {'id': '30', 'text': 'Do not share intentionally false or misleading information', 'hint': ''}]",3353
84,9.916666666666666,hear-me.social,"hear-me.social -- Say what is on your mind, but with respect","Speak your mind with respect. Boston, MA area, but open to all. Posting size is 12K characters because you have interesting things to say. Cloudflare aggressive AI Bot blocking. Threads federating.",170,['en'],"[{'id': '3', 'text': ""No racism, sexism, homophobia, transphobia, threats, doxing, trolling, or ageism. No attacks on someone's religion, culture, language, or country of origin. Don't be insulting and argumentative.To be here, you must be nice to people."", 'hint': ''}, {'id': '6', 'text': ""No spreading of misinformation. To clarify: Misinformation includes easily disproved beliefs like vaccines cause autism, the earth if flat, birds aren't real, etc. Misinformation is not political beliefs that do not align with yours."", 'hint': ''}, {'id': '8', 'text': 'Do not spam or create spam accounts ', 'hint': ''}, {'id': '9', 'text': 'No impersonating people or brands. Satire must be clearly labeled', 'hint': ''}, {'id': '15', 'text': 'Do not post Copyrighted materials. We adhere to DMCA take-down notices. See our DMCA policy at the bottom of https://hear-me.social/about. DMCA Registration number:  DMCA-1044123', 'hint': ''}, {'id': '16', 'text': 'No ads without permission. Accounts that appear to be created just to promote products and websites will be suspended. In some cases, we may allow the account to remain, but may limit the account.', 'hint': ''}, {'id': '17', 'text': 'NO CHILD SEXUAL ABUSE POSTINGS (CSAM)! Be aware that we have Cloudflare automatically scan cached images for CSAM violations. They match mathematical image hashes to a database of known CSAM hashes.', 'hint': ''}, {'id': '18', 'text': 'Posting nude photos or controversial pictures and posts without content warnings and appropriate hashtags is not allowed. Also, using inappropriate hashtags to unfairly extend the reach of a post is also not allowed', 'hint': ''}, {'id': '19', 'text': 'Targeted misgendering, deadnaming, or promotion of so-called ""conversion therapy"" is prohibited.', 'hint': ''}, {'id': '20', 'text': 'Content created by others must be attributed, and use of AI must be disclosed. Profiles that only post AI-generated content will be suspended', 'hint': ''}, {'id': '21', 'text': 'You must be at least 13-years-old to open an account here', 'hint': ''}]",875
85,7.4,musicians.today,Musicians Today,"Fediverse community for musicians of all levels, instruments, regions, languages, and genres.",169,['en'],"[{'id': '1', 'text': 'Do not share intentionally false or misleading information.', 'hint': ''}, {'id': '2', 'text': 'No hate speech, derogatory language, offensive comments, or the use of slurs directed at groups of people, especially those historically marginalized. Neo-Nazi, alt-right, and anti-LGBTQ content is explicitly forbidden.', 'hint': ''}, {'id': '3', 'text': 'No incitement or promotion of violence including self-harm and suicide.', 'hint': ''}, {'id': '4', 'text': ""Do not hit on people. Do not pry or inquire into people's sexual or personal lives."", 'hint': ''}, {'id': '5', 'text': 'No harassment, dogpiling, bullying or doxxing.', 'hint': ''}, {'id': '6', 'text': 'No NFTs, no crypto, no blockchain.', 'hint': ''}, {'id': '7', 'text': 'NSFW content must be marked as sensitive and/or marked with a relevant Content Warning (CW) when posting. Avatars, headers, and bio content must be appropriate for all audiences.', 'hint': ''}, {'id': '8', 'text': 'No explicit sexual, violent or gory content. No sexual depictions of minors.', 'hint': ''}, {'id': '9', 'text': 'Sign-ups will only be approved for musicians (professionals and hobbyists).', 'hint': ''}]",759
87,6.5,mountains.social,mountains.social,"Mastodon instance focusing on hiking, mountaineering, climbing, backpacking and the outdoors.",164,['en'],"[{'id': '1', 'text': 'Sexually explicit or violent media must be marked as sensitive when posting.', 'hint': ''}, {'id': '2', 'text': 'No spam or advertising.', 'hint': ''}, {'id': '3', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, or casteism.', 'hint': ''}, {'id': '4', 'text': 'No incitement of violence or promotion of violent ideologies.', 'hint': ''}, {'id': '5', 'text': 'No harassment, dogpiling or doxxing of other users.', 'hint': ''}, {'id': '6', 'text': 'No illegal content.', 'hint': ''}, {'id': '7', 'text': 'Only languages that can be translated by the Deepl Translation integration are allowed (so everybody can read the posts). The supported languages are listed here: \r\n\r\nhttps://support.deepl.com/hc/en-us/articles/360019925219-Languages-included-in-DeepL-Pro', 'hint': ''}, {'id': '8', 'text': ""Don't be a dick. Speaks for itself."", 'hint': ''}]",693
88,4.0,furries.club,Furries.club,Another server for the furry community. We have some special features related to higher quality images and video on our instance. Check out https://furries.club/about,164,['en'],"[{'id': '1', 'text': 'Discrimination of any kind is prohibited – this includes but is not limited to racism, xenophobia, sexism, homophobia, transphobia, etc.', 'hint': ''}, {'id': '2', 'text': 'Content that you do not have permission to post is prohibited.', 'hint': ''}, {'id': '3', 'text': 'Spam and / or bots are prohibited.\r\n', 'hint': ''}, {'id': '5', 'text': 'Any political, polarizing topics or other stress-inducing conversations should be put behind a content warning (CW).', 'hint': ''}, {'id': '6', 'text': 'Artwork, photos, images or descriptions (e.g., role-playing) of any kind depicting or describing anyone under 18 in any adult situation is STRICTLY not permitted.', 'hint': ''}, {'id': '8', 'text': ""Media showing anything that is generally considered objectionable, particularly adult content, should be marked as sensitive and include a CW (content warning) explaining why it's marked sensitive."", 'hint': ''}]",790
